Category,Subcategory,Product Ratings,Brand Name,Review Sentiment,Review,#of Positive Sentences,#of Neutral Sentences,#of Negative Sentences,Positive Sentences,Neutral Sentences,Negative Sentences,Aspect,Review Aspect Sentiment
ELECTRONICS,LAPTOPS,2,Dell,negative,"  For some reason, this Chromebook model is very slow. It can take 45 seconds or longer to load Gmail or Google Drive, and it has been slow on loading Amazon pages as well. I know it is not my wi-fi connection because I have other computers that load normally. I've also had some weird functionality problems with Amazon on this computer - I can't always select check-boxes. I've used three different models of Dell Chromebooks over the last three years, and I am a big fan of them, which is why I bought this model. I'm not sure what is different, but it is very frustrating to use this one. I'm probably going to return it.",259,175,189,"It can take 45 seconds or longer to load Gmail or Google Drive, and it has been slow on loading Amazon pages as well.
I've used three different models of Dell Chromebooks over the last three years, and I am a big fan of them, which is why I bought this model.","  For some reason, this Chromebook model is very slow.
I know it is not my wi-fi connection because I have other computers that load normally.
I'm probably going to return it.","I've also had some weird functionality problems with Amazon on this computer - I can't always select check-boxes.
I'm not sure what is different, but it is very frustrating to use this one.","Cargo
Originalty
Packaging
Quality","{'PROBLEM': ['WEIRD'], 'FAN': ['BIG']}"
ELECTRONICS,LAPTOPS,2,HP,negative,"  I don't like to write bad reviews but, I do want to share my experience with this. This would be a good computer maybe for a preteen who just wanted to type a few things or surf the web. There is no delete button,  you have to use the back space button to delete.  There is no cap lock button,  you can't do all caps unless you hold the shift. Since it's not windows you can't put certain apps on like zoom. You can use for zoom calls but can't stream them elsewhere.  Maybe I missed the fine print.  I thought I did my homework.  I bought a computer for the same amount a couple of years ago and it was just fine. I thought I was getting the same thing.",336,128,186,"  I don't like to write bad reviews but, I do want to share my experience with this.
This would be a good computer maybe for a preteen who just wanted to type a few things or surf the web.
Since it's not windows you can't put certain apps on like zoom.
I bought a computer for the same amount a couple of years ago and it was just fine.","You can use for zoom calls but can't stream them elsewhere.
I thought I did my homework.
I thought I was getting the same thing.","There is no delete button,  you have to use the back space button to delete.
There is no cap lock button,  you can't do all caps unless you hold the shift.
Maybe I missed the fine print.","Cargo
Originalty
Packaging
Quality","{'REVIEW': ['BAD'], 'COMPUTER': ['GOOD'], 'APP': ['CERTAIN'], 'PRINT': ['FINE']}"
ELECTRONICS,LAPTOPS,2,Lenovo,negative,"  Could not stream xfinity video! All video streams are pixelated and lagging while another device (much older) streams just fine. Video was 720p, not even 4k!  The other things: inability to scroll. Can't do it. You have to scroll with the arrow keys. No CAPS lock. You have to hit alt and some other key to enable caps lock. Also makes you log in every time. Using your Google account password every time. I created a PIN# in the settings (a 6 digit number code) but it won't accept it... still have to use Google password. Just needed this to stream video to a tv... can't do it.",0,313,267,,"  Could not stream xfinity video!
Video was 720p, not even 4k!
Can't do it.
You have to scroll with the arrow keys.
You have to hit alt and some other key to enable caps lock.
Also makes you log in every time.
Using your Google account password every time.
Just needed this to stream video to a tv... can't do it.","All video streams are pixelated and lagging while another device (much older) streams just fine.
The other things: inability to scroll.
No CAPS lock.
I created a PIN# in the settings (a 6 digit number code) but it won't accept it... still have to use Google password.","Cargo
Originalty
Packaging
Quality",{'STREAM': ['FINE']}
ELECTRONICS,LAPTOPS,2,MICROSOFT,positive,"  Comparing Dell XPS 13, Lenovo Yoga C940 14 and Surface Pro 7 2-in-1's all with i7-1065G7 CPU/GPU.[SP7 PROS:]-Best 3:2 aspect ratio is better for productivity (but screen is uncomfortably small) > XPS 16:10 > Yoga 16:9-IR camera for Windows Hello face sign-in, though not useful when docked or when screen is not at the correct angle-Least weight 2.4 lbs > 3 lbs for others-Quietest fan > Yoga > XPS (loudest)[SP7 CONS:]-Worst battery life (even worse than SP6)-Smallest 12.3"" display with thick bezels-No 4K UHD option (but I recommend FHD with any brand/model for battery life, you can always dock to a larger monitor)-No Thunderbolt 3 with PD/DP (no eGPU)-Keyboard and pen sold separately[XPS PROS:]-Up to 32GB RAM > 16GB on others-Slimmest-Fingerprint reader on power button > Yoga on palmrest > SP7 on non-included $160 Type Cover with Fingerprint ID[XPS CONS:]-No USB-A (deal breaker for me)-No black exterior option. The white interior option keyboard is hard to see with the white backlighting-No far field microphones for Alexa or other assistants-Included charger is only 45W (less than 65W with Yoga/SP7)[YOGA PROS:]-Best screen-to-body ratio (89%) > XPS 84.9% > SP7 76.76%; although the hinge factors into this-Largest screen 14"" > XPS 13.4"" > SP7 12.3""-Deepest key travel, most comfortable keyboard > XPS > SP7-Better Arrow Keys + Home/End/Pg Up/Pg Down layout-INCLUDED garaged pen with internal charging > magnetically attached and not included with purchase on others-Best in class speakers. Rotating soundbar with Dolby Atmos sounds amazing! Gets loud!-Built-in camera shutter-Coolest under heavy load > SP7 gets warm > XPS hottest-Fastest Rapid charge (2 hours in 15 minutes)-Largest 65 WHr battery > XPS 51 WHr > SP7 45 WHr[YOGA CONS:]-Shortest 16:9 aspect ratio with large ""chin"" bezel at bottom of screen face-No MicroSD slot compared to others-Anti-glare customizable option no longer available[CONS OF ALL:]-No HDMI-No dedicated GPU option, though Thunderbolt 3 on XPS and Yoga allows external GPUs for gaming. Not available on SP7. eGPU great for gaming, allows modular upgradability of graphics cards in the future, although they lose ~20% FPS compared to PCIe.[PRICING:]For i7, 16GB, 512GB with Windows 10 Home:YOGA 4K $1785 > XPS 4K + pen $1900 > SP7 FHD + type cover + pen $2160[CONCLUSION:]The SP7 was the most expensive when you add the keyboard and pen. The XPS FHD with 32GB RAM came in at $1730. I would like to see a 32GB 4K 512GB option since I don't need that much on-device storage.All have performance improvements over their predecessors thanks to the new 10th gen Intel i7 processors, LPDDR4x RAM and WiFi 6. The Surface Book 2 is too dated to compare here and is clunkier.It's a toss up between the XPS for its 32GB RAM with taller screen, or the Yoga with its USB-A port, better keyboard, and garaged pen, among other things. The extra RAM comes in useful since the integrated graphics will use some of that. The 16GB models easily ran up to 80% CPU, RAM and GPU when driving 2 external monitors and simultaneously running Chrome with tabs, Office apps, iTunes and light gaming. It often sits at 8GB RAM under normal use.Some may appreciate all the ports being on one side as with the Yoga, or having ports on either side as with the XPS. The dedicated volume rockers on the SP7 comes in handy. The lighter weight of the SP7 made it the first to be grabbed on the go for content consumption or note taking, but I prefer the Yoga for content creation with it's larger screen and comfy keyboard. If you're docking all day and only occasionally need to be on the go then I recommend the XPS for its 32GB RAM. The perfect laptop is not quite here yet.",2500,364,825,"The white interior option keyboard is hard to see with the white backlighting-No far field microphones for Alexa or other assistants-Included charger is only 45W (less than 65W with Yoga/SP7)[YOGA PROS:]-Best screen-to-body ratio (89%) > XPS 84.9% > SP7 76.76%; although the hinge factors into this-Largest screen 14"" > XPS 13.4"" > SP7 12.3""-Deepest key travel, most comfortable keyboard > XPS > SP7-Better Arrow Keys + Home/End/Pg Up/Pg Down layout-INCLUDED garaged pen with internal charging > magnetically attached and not included with purchase on others-Best in class speakers.
Rotating soundbar with Dolby Atmos sounds amazing!
Gets loud!-Built-in camera shutter-Coolest under heavy load > SP7 gets warm > XPS hottest-Fastest Rapid charge (2 hours in 15 minutes)-Largest 65 WHr battery > XPS 51 WHr > SP7 45 WHr[YOGA CONS:]-Shortest 16:9 aspect ratio with large ""chin"" bezel at bottom of screen face-No MicroSD slot compared to others-Anti-glare customizable option no longer available[CONS OF ALL:]-No HDMI-No dedicated GPU option, though Thunderbolt 3 on XPS and Yoga allows external GPUs for gaming.
eGPU great for gaming, allows modular upgradability of graphics cards in the future, although they lose ~20% FPS compared to PCIe.
I would like to see a 32GB 4K 512GB option since I don't need that much on-device storage.All have performance improvements over their predecessors thanks to the new 10th gen Intel i7 processors, LPDDR4x RAM and WiFi 6.
The Surface Book 2 is too dated to compare here and is clunkier.It's a toss up between the XPS for its 32GB RAM with taller screen, or the Yoga with its USB-A port, better keyboard, and garaged pen, among other things.
The extra RAM comes in useful since the integrated graphics will use some of that.
The 16GB models easily ran up to 80% CPU, RAM and GPU when driving 2 external monitors and simultaneously running Chrome with tabs, Office apps, iTunes and light gaming.
It often sits at 8GB RAM under normal use.Some may appreciate all the ports being on one side as with the Yoga, or having ports on either side as with the XPS.
The dedicated volume rockers on the SP7 comes in handy.
The lighter weight of the SP7 made it the first to be grabbed on the go for content consumption or note taking, but I prefer the Yoga for content creation with it's larger screen and comfy keyboard.
If you're docking all day and only occasionally need to be on the go then I recommend the XPS for its 32GB RAM.
The perfect laptop is not quite here yet.","  Comparing Dell XPS 13, Lenovo Yoga C940 14 and Surface Pro 7 2-in-1's all with i7-1065G7 CPU/GPU.
Not available on SP7.
[PRICING:]For i7, 16GB, 512GB with Windows 10 Home:YOGA 4K $1785 > XPS 4K + pen $1900 > SP7 FHD + type cover + pen $2160[CONCLUSION:]The SP7 was the most expensive when you add the keyboard and pen.
The XPS FHD with 32GB RAM came in at $1730.","[SP7 PROS:]-Best 3:2 aspect ratio is better for productivity (but screen is uncomfortably small) > XPS 16:10 > Yoga 16:9-IR camera for Windows Hello face sign-in, though not useful when docked or when screen is not at the correct angle-Least weight 2.4 lbs > 3 lbs for others-Quietest fan > Yoga > XPS (loudest)[SP7 CONS:]-Worst battery life (even worse than SP6)-Smallest 12.3"" display with thick bezels-No 4K UHD option (but I recommend FHD with any brand/model for battery life, you can always dock to a larger monitor)-No Thunderbolt 3 with PD/DP (no eGPU)-Keyboard and pen sold separately[XPS PROS:]-Up to 32GB RAM > 16GB on others-Slimmest-Fingerprint reader on power button > Yoga on palmrest > SP7 on non-included $160 Type Cover with Fingerprint ID[XPS CONS:]-No USB-A (deal breaker for me)-No black exterior option.","Cargo
Originalty
Packaging
Quality","{'RATIO': ['GOOD'], 'FAN': ['QUIET'], 'LIFE': ['BAD'], 'DISPLAY': ['BAD'], 'KEYBOARD': ['GOOD', 'HARD', 'COMFORTABLE'], 'LAYOUT': ['BETTER'], 'HOME': ['BETTER'], 'KEY': ['BETTER'], 'EGPU': ['GREAT'], 'PEN': ['GOOD'], 'LAPTOP': ['PERFECT']}"
ELECTRONICS,LAPTOPS,1,ASUS,positive,"  Owned this machine for 2 months and during use shutdown on it's own and would not power up again. Contacted ASUS support to find out I had to pay for the shipping to return a unit that is under warranty. This is the last ASUS product I will buy. The warranty details are not available from the Amazon site  , so it you don't take the time to go and read the manufacturer's warranty on their site you fall prey to substandard warranty practices.",304,141,0,"Contacted ASUS support to find out I had to pay for the shipping to return a unit that is under warranty.
The warranty details are not available from the Amazon site  , so it you don't take the time to go and read the manufacturer's warranty on their site you fall prey to substandard warranty practices.","  Owned this machine for 2 months and during use shutdown on it's own and would not power up again.
This is the last ASUS product I will buy.",,"Cargo
Originalty
Packaging
Quality",{}
ELECTRONICS,LAPTOPS,1,Acer,negative,"  1st off - the laptop itself looks and feels great. The screen size is nice, it has a nice battery life and it boots/reboots quickly..... which I got to find out pretty early. The 1st time it froze up, it was for about 2 minutes. I figured I'd just go ahead and have less instances of Chrome open next time but to no avail. The 2nd time it froze up when I pulled up the Play Store, stayed frozen for 5 minutes and then reset. I could go on but I'm not going to describe every one of the 10+ instances it froze or the 6+ reboots. But what did it for me? I turned on the laptop, logged in & opened an instance of Chrome. Everything was fine. I took a shower and came back to a dark screen & thought it was just power saving. Nope. Hit the power button, logged in again, fired up Chrome & saw my buddy in the upper right-hand corner : ""Chrome did not close correctly - Restore pages - Start Up Pages"" (paraphrasing). WHAT?!?! The computer locked up while it wasn't even being used?!? That's enough for me! This bad boy is being returned on Monday.Oh, did I mention that all this happened within the first 72 hours of ownership? I'm surprised I was able to type this whole review without it locking up!",373,424,400,"  1st off - the laptop itself looks and feels great.
The screen size is nice, it has a nice battery life and it boots/reboots quickly..... which I got to find out pretty early.
The 2nd time it froze up when I pulled up the Play Store, stayed frozen for 5 minutes and then reset.
Everything was fine.
I'm surprised I was able to type this whole review without it locking up!","The 1st time it froze up, it was for about 2 minutes.
I could go on but I'm not going to describe every one of the 10+ instances it froze or the 6+ reboots.
But what did it for me?
I turned on the laptop, logged in & opened an instance of Chrome.
I took a shower and came back to a dark screen & thought it was just power saving.
Nope.
WHAT?!?!
The computer locked up while it wasn't even being used?!?
That's enough for me!","I figured I'd just go ahead and have less instances of Chrome open next time but to no avail.
Hit the power button, logged in again, fired up Chrome & saw my buddy in the upper right-hand corner : ""Chrome did not close correctly - Restore pages - Start Up Pages"" (paraphrasing).
This bad boy is being returned on Monday.Oh, did I mention that all this happened within the first 72 hours of ownership?","Cargo
Originalty
Packaging
Quality","{'LIFE': ['NICE'], 'SIZE': ['NICE'], 'HAND': ['RIGHT'], 'BOY': ['BAD']}"
ELECTRONICS,LAPTOPS,1,Apple,negative,  I just purchased and I am using it for the first time and it won't charge!!! I am so disappointed because I ordered this for work and it is useless to me,0,78,76,,  I just purchased and I am using it for the first time and it won't charge!!!,I am so disappointed because I ordered this for work and it is useless to me,"Cargo
Originalty
Packaging
Quality",{}
ELECTRONICS,LAPTOPS,1,Dell,neutral,  I purchased a touchscreen but received a regular laptop. Shipping was on time but not what I paid for.,0,104,0,,"  I purchased a touchscreen but received a regular laptop.
Shipping was on time but not what I paid for.",,"Cargo
Originalty
Packaging
Quality",{}
ELECTRONICS,LAPTOPS,1,HP,positive,"  First of all it  does not have Windows 10,  and the mouse pad sticks. Having a hard time getting mouse pointer where I want it and is NOT touch screen!It is an attractive looking laptop but it too small and i cant use it for the purpose of buying it.",180,71,0,Having a hard time getting mouse pointer where I want it and is NOT touch screen!It is an attractive looking laptop but it too small and i cant use it for the purpose of buying it.,"  First of all it  does not have Windows 10,  and the mouse pad sticks.",,"Cargo
Originalty
Packaging
Quality","{'TIME': ['HARD'], 'LAPTOP': ['ATTRACTIVE']}"
ELECTRONICS,LAPTOPS,1,Lenovo,negative,  There was newspaper in the box a charger  and q book nothing else !!!! They are not responding to me! I am so upset. This is so much money to me. I was really looking forward to this.,0,170,14,,"  There was newspaper in the box a charger  and q book nothing else !!!!
They are not responding to me!
This is so much money to me.
I was really looking forward to this.",I am so upset.,"Cargo
Originalty
Packaging
Quality",{}
ELECTRONICS,LAPTOPS,1,MICROSOFT,negative,"  Let me count the things that don't work....I can't download PDF files from my Gmail account, so much of my email is useless.When I try to login to Steam, no typing interface pops up, so I can't login and access my games.I can't download a Kindle reader, so I can't access my books.I can't access Amazon Prime streaming video, so I can't access videos! NOTHING WORKS!!!In sum, I spent $540 (including tax) on this piece of garbage, and nothing -- absolutely nothing -- I planned to use it for works. Maybe one day Microsoft will work out the kinks. For now, stay away.",0,216,353,,"NOTHING WORKS!!
!In sum, I spent $540 (including tax) on this piece of garbage, and nothing -- absolutely nothing -- I planned to use it for works.
Maybe one day Microsoft will work out the kinks.
For now, stay away.","  Let me count the things that don't work....I can't download PDF files from my Gmail account, so much of my email is useless.When I try to login to Steam, no typing interface pops up, so I can't login and access my games.I can't download a Kindle reader, so I can't access my books.I can't access Amazon Prime streaming video, so I can't access videos!","Cargo
Originalty
Packaging
Quality",{}
SPORTS,General,5,Band-Aid,positive,"  Manufacturers make so many different types of medical tape now that it's hard to keep up with what's on the market. I needed some waterproof tape and I was glad to see that it was the same Johnson & Johnson tape that I remember from my childhood. I do believe it's a little thinner now, but it serves its purpose. It did everything that I required it to do. If you're in need of waterproof medical tape, you can't go wrong with ordering this product.",223,110,117,"I needed some waterproof tape and I was glad to see that it was the same Johnson & Johnson tape that I remember from my childhood.
If you're in need of waterproof medical tape, you can't go wrong with ordering this product.","I do believe it's a little thinner now, but it serves its purpose.
It did everything that I required it to do.",  Manufacturers make so many different types of medical tape now that it's hard to keep up with what's on the market.,"Cargo
Originalty
Packaging
Quality",{}
SPORTS,General,5,ComfyBrace,positive,"  UPDATE!!!  February 18, 2019I reviewed these arthritis gloves a couple of months ago, and I feel that an update would be necessary. I think my review underestimated the gloves and that's why I want to clarify. These are the best arthritis gloves around! After trying numerous different brands I can confidently tell you that this one is a definite winner!! It's super soft and comfortable for all day wear. I wear it to work and it doesn't interfere with my typing and paperwork at all.These gloves provide me with the perfect compression in my fingers so I finally have some pain relief when I wear them. I was so excited with this find, I make sure to share this big secret with all my family, friends, and acquaintances that might benefit from it. My cousin doesn't stop thanking me, she says these gloves changed her whole life. I totally believe her.The quality is top grade. I am constantly washing it and drying it, and by just looking at the gloves you would think it's brand new. I am going to place an order right now for an additional pair so I can switch off between the two at night.I recommend these highly and I will continue to do so. I hope with this I can bring relief to soo many people that are desperately looking for it.Don't hesitate! Buy your pair right now!!!",939,268,77,"These are the best arthritis gloves around!
After trying numerous different brands I can confidently tell you that this one is a definite winner!!
It's super soft and comfortable for all day wear.
I wear it to work and it doesn't interfere with my typing and paperwork at all.These gloves provide me with the perfect compression in my fingers so I finally have some pain relief when I wear them.
I was so excited with this find, I make sure to share this big secret with all my family, friends, and acquaintances that might benefit from it.
My cousin doesn't stop thanking me, she says these gloves changed her whole life.
I totally believe her.The quality is top grade.
I am going to place an order right now for an additional pair so I can switch off between the two at night.I recommend these highly and I will continue to do so.
I hope with this I can bring relief to soo many people that are desperately looking for it.Don't hesitate!","  UPDATE!!!
February 18, 2019I reviewed these arthritis gloves a couple of months ago, and I feel that an update would be necessary.
I am constantly washing it and drying it, and by just looking at the gloves you would think it's brand new.
Buy your pair right now!!
!",I think my review underestimated the gloves and that's why I want to clarify.,"Cargo
Originalty
Packaging
Quality","{'GLOVE': ['GOOD'], 'WINNER': ['DEFINITE'], 'COMPRESSION': ['PERFECT'], 'GRADE': ['TOP']}"
SPORTS,General,5,Fit Simplify,positive,"  The rubber in these bands is great quality and very durable. I purchased another brand before these and it was much thinner and I stretched it out in a matter of a few months.  I feel like the thicker gauge rubber will make these last much longer!  Plus, for a little more money I got a variety pack of band strengths and the other brand I purchased I only got one band!",255,114,0,"  The rubber in these bands is great quality and very durable.
I feel like the thicker gauge rubber will make these last much longer!
Plus, for a little more money I got a variety pack of band strengths and the other brand I purchased I only got one band!",I purchased another brand before these and it was much thinner and I stretched it out in a matter of a few months.,,"Cargo
Originalty
Packaging
Quality",{'QUALITY': ['GREAT']}
SPORTS,General,5,Fitbit,positive,"  I absolutely love this band.  It has gotten softer the more I wear it and is so easy to get on and off.  I generally use the band my fitbit came with for work outs, kayaking, riding horses etc., so it is important that attachment and removal is quick and easy.  Looks great with any outfit and makes my fitbit look more stylish for dresser events (because I am addicted and MUST wear it all the time!).  Buy the band, you won't regret it.",436,0,0,"  I absolutely love this band.
It has gotten softer the more I wear it and is so easy to get on and off.
I generally use the band my fitbit came with for work outs, kayaking, riding horses etc., so it is important that attachment and removal is quick and easy.
Looks great with any outfit and makes my fitbit look more stylish for dresser events (because I am addicted and MUST wear it all the time!).
Buy the band, you won't regret it.",,,"Cargo
Originalty
Packaging
Quality","{'REMOVAL': ['EASY'], 'ATTACHMENT': ['EASY', 'QUICK']}"
SPORTS,General,5,Hoyle,positive,"  We like these cards, they are able to be used outdoors, in the pool, or inside.  They wash up well, and aren't ruined if you get greasy fingerprints on them during a picnic or while eating.  They are very reasonably priced, however, it takes some getting used to shuffling without spraying cards all over the table (it is good for a few laughs though)!  They are somewhat slippery holding them, especially if you have a lot (10+) in your hand and they slide around in the card holders we have.  Not sure if that is the cards' fault or the holder design.Overall, for the price they are not a bad purchase.  To be honest, we have others, somewhat textured, that we like better.But the design is very fun, and different.",604,0,109,"  We like these cards, they are able to be used outdoors, in the pool, or inside.
They wash up well, and aren't ruined if you get greasy fingerprints on them during a picnic or while eating.
They are very reasonably priced, however, it takes some getting used to shuffling without spraying cards all over the table (it is good for a few laughs though)!
They are somewhat slippery holding them, especially if you have a lot (10+) in your hand and they slide around in the card holders we have.
To be honest, we have others, somewhat textured, that we like better.But the design is very fun, and different.",,"Not sure if that is the cards' fault or the holder design.Overall, for the price they are not a bad purchase.","Cargo
Originalty
Packaging
Quality","{'LAUGH': ['FEW'], 'PURCHASE': ['NOT BAD'], 'DESIGN': ['FUN']}"
SPORTS,General,5,OKELA,positive,"  This swim cap is Strong materia, good quality, stretches well and holds all of my hair with room, covers my ears well which is great to help prevent water getting in.",168,0,0,"  This swim cap is Strong materia, good quality, stretches well and holds all of my hair with room, covers my ears well which is great to help prevent water getting in.",,,"Cargo
Originalty
Packaging
Quality","{'MATERIA': ['STRONG'], 'QUALITY': ['GOOD']}"
SPORTS,General,5,TaylorMade,neutral,  So far so good. I have used it a few times at speeds of up to 40 mph for 45 minutes. The flag and this mount have held up. No problems so far.,17,106,19,  So far so good.,"I have used it a few times at speeds of up to 40 mph for 45 minutes.
The flag and this mount have held up.",No problems so far.,"Cargo
Originalty
Packaging
Quality",{}
SPORTS,General,4,Band-Aid,negative,"  I was not able to view back of box where size is shown.  Some reviews stated 1” x 3”.  Not so.  The width is 3/4”, with actual width of gauze pad being only 1/2”.  Band-Aid brand, so you know they work. Deducting 1 star because of unclear description (size).  I needed a full 1” x 3”.",0,225,55,,"  I was not able to view back of box where size is shown.
Some reviews stated 1” x 3”.
Not so.
The width is 3/4”, with actual width of gauze pad being only 1/2”.
Band-Aid brand, so you know they work.
I needed a full 1” x 3”.",Deducting 1 star because of unclear description (size).,"Cargo
Originalty
Packaging
Quality",{'DESCRIPTION': ['UNCLEAR']}
SPORTS,General,4,Fit Simplify,positive,"  I really just wanted bands to help with form and resistance while doing leg press, but with the WAP release of Cardi B, I felt undying need of making the booty pop. I wanted something that would be twerk worthy, but science said that most of that is genetics. I could gain more weight, but that would probably go straight to the tummy and make it stick out farther than my breasts. At least these bands help my booty workout, so someday you'll be able to bounce a quarter off it.",481,0,0,"  I really just wanted bands to help with form and resistance while doing leg press, but with the WAP release of Cardi B, I felt undying need of making the booty pop.
I wanted something that would be twerk worthy, but science said that most of that is genetics.
I could gain more weight, but that would probably go straight to the tummy and make it stick out farther than my breasts.
At least these bands help my booty workout, so someday you'll be able to bounce a quarter off it.",,,"Cargo
Originalty
Packaging
Quality",{}
SPORTS,General,4,Fitbit,positive,"  I'm a bit surprised by the negative reviews here, I am happy with the band. I previously bought a cheap knockoff that was terribly made, and this is much, much nicer (of course, considering the price, it should be good). I haven't had any problems with rashes or the clasp as others mentioned...",152,0,144,"  I'm a bit surprised by the negative reviews here, I am happy with the band.
I haven't had any problems with rashes or the clasp as others mentioned...",,"I previously bought a cheap knockoff that was terribly made, and this is much, much nicer (of course, considering the price, it should be good).","Cargo
Originalty
Packaging
Quality",{'REVIEW': ['NEGATIVE']}
SPORTS,General,4,Hoyle,positive,"  I thought this deck would be a nice addition to my collection. However, when the deck arrived it didn't look like the photo on the page. It's still a nice-looking deck, as Hoyle/Bicycle decks tend to be, but be advised that it's a standard deck that is a mid-to-dark pink instead of red or blue.",64,158,73,  I thought this deck would be a nice addition to my collection.,"It's still a nice-looking deck, as Hoyle/Bicycle decks tend to be, but be advised that it's a standard deck that is a mid-to-dark pink instead of red or blue.","However, when the deck arrived it didn't look like the photo on the page.","Cargo
Originalty
Packaging
Quality","{'ADDITION': ['NICE'], 'LOOK': ['NICE']}"
SPORTS,General,4,OKELA,positive,"  If you want a swim cap that fits, doesn't rip easily, and is just a swim cap... this is great.  I was hoping for a miracle cap to keep my hair dry and protected from the chlorine since I was swimming every day and having to color my hair more often than not due to the chlorine.  Have yet to find one!  But, this cap is truly a great cap for swimmers if your main focus is not protecting your hair as mine is.  :)",389,21,0,"  If you want a swim cap that fits, doesn't rip easily, and is just a swim cap... this is great.
I was hoping for a miracle cap to keep my hair dry and protected from the chlorine since I was swimming every day and having to color my hair more often than not due to the chlorine.
But, this cap is truly a great cap for swimmers if your main focus is not protecting your hair as mine is.
:)",Have yet to find one!,,"Cargo
Originalty
Packaging
Quality",{'CAP': ['GREAT']}
SPORTS,General,4,TaylorMade,positive,  easy to mount,15,0,0,  easy to mount,,,"Cargo
Originalty
Packaging
Quality",{}
SPORTS,General,3,Band-Aid,positive,"  I used this tape to secure my big toe (turf toe). I wrapped the tape around my foot three times. Not too tight. Unfortunately, when the day was over, I unwrapped my foot and found that the tape tore off my skin.",51,61,99,  I used this tape to secure my big toe (turf toe).,"I wrapped the tape around my foot three times.
Not too tight.","Unfortunately, when the day was over, I unwrapped my foot and found that the tape tore off my skin.","Cargo
Originalty
Packaging
Quality",{}
SPORTS,General,3,Fit Simplify,positive,"  I have had these bands for several weeks, I use them daily, and thus far they have been perfect. I had never really integrated resistance band exercises into my routine but I am glad i did. These bands are great for a bunch of very effective workouts on your upper and lower body. I wasn't sure how best to use them but luckily they come with a very straightforward pamphlet that covers a bunch of great excercises. The carrying case is also a nice plus because without it they would add clutter for sure. I definitely recommend! Edit: unfortunately after a month or so my heavy has ripped...so not quite as durable as I had hoped.",633,0,0,"  I have had these bands for several weeks, I use them daily, and thus far they have been perfect.
I had never really integrated resistance band exercises into my routine but I am glad i did.
These bands are great for a bunch of very effective workouts on your upper and lower body.
I wasn't sure how best to use them but luckily they come with a very straightforward pamphlet that covers a bunch of great excercises.
The carrying case is also a nice plus because without it they would add clutter for sure.
I definitely recommend!
Edit: unfortunately after a month or so my heavy has ripped...so not quite as durable as I had hoped.",,,"Cargo
Originalty
Packaging
Quality","{'BAND': ['GREAT'], 'WORKOUT': ['EFFECTIVE'], 'BODY': ['LOW'], 'EXCERCISE': ['GREAT'], 'PLUS': ['NICE']}"
SPORTS,General,3,Fitbit,positive,"  This band was great for 9 months...until the plastic connectors broke.  I am so frustrated with FitBit bands.  I bought the FitBit Alta HR because I have had 2 FitBit Charge trackers and the bands bubbled up and eventually broke on both of them.  I thought a changeable band would make he tracker last longer.  Well, it did, but now I have to buy a new band every 6-9 months.  I would love for there be a quality product that lasts.",193,62,172,"  This band was great for 9 months...until the plastic connectors broke.
Well, it did, but now I have to buy a new band every 6-9 months.
I would love for there be a quality product that lasts.",I thought a changeable band would make he tracker last longer.,"I am so frustrated with FitBit bands.
I bought the FitBit Alta HR because I have had 2 FitBit Charge trackers and the bands bubbled up and eventually broke on both of them.","Cargo
Originalty
Packaging
Quality",{'BAND': ['GREAT']}
SPORTS,General,3,Hoyle,positive,"  These cards look really awesome, however I noticed that the United States playing Card company has not given each jack, queen, and king their own unique look.  Instead the King of Hearts is used for every king, the queen of hearts is used for every queen, and the jack of diamonds is used for every jack.  No one-eyed jack, or one-eyed king, and every king turns suicidal.  The colors are interesting being both orange and lime.  The quality of the cards themselves are also quite nice.  The beautiful Hoyle Shellback is also used.  A good deck, but could be improved upon.MDH",360,144,66,"  These cards look really awesome, however I noticed that the United States playing Card company has not given each jack, queen, and king their own unique look.
The colors are interesting being both orange and lime.
The quality of the cards themselves are also quite nice.
The beautiful Hoyle Shellback is also used.
A good deck, but could be improved upon.MDH","Instead the King of Hearts is used for every king, the queen of hearts is used for every queen, and the jack of diamonds is used for every jack.","No one-eyed jack, or one-eyed king, and every king turns suicidal.","Cargo
Originalty
Packaging
Quality","{'STATE': ['UNITED'], 'COLOR': ['INTERESTING'], 'QUALITY': ['NICE'], 'HOYLE': ['BEAUTIFUL'], 'DECK': ['GOOD']}"
SPORTS,General,3,OKELA,negative,"  Se siente cómodo y es un buen material , pero , se moja mi cabello de todas maneras. He leído otras reseñas que le mantiene el cabello seco , ese no es mi caso. Le daría 5 estrellas , pero no es lo que busco. Quiero un gorro que aunque mantenga la mayoría del cabello seco aunque se moje un poco las esquinas , voy regularmente a la piscina y quiero proteger mi cabello.",0,248,123,,"  Se siente cómodo y es un buen material , pero , se moja mi cabello de todas maneras.
Quiero un gorro que aunque mantenga la mayoría del cabello seco aunque se moje un poco las esquinas , voy regularmente a la piscina y quiero proteger mi cabello.","He leído otras reseñas que le mantiene el cabello seco , ese no es mi caso.
Le daría 5 estrellas , pero no es lo que busco.","Cargo
Originalty
Packaging
Quality",{}
