Product Names,Product Prices,Product Ratings,User Reviews
"Dell Inspiron 15 5502, 15.6 inch FHD Thin & Light Laptop - Intel Core i5-1135G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Silver (Latest Model)",$694.99,4.0,"
  I've been breaking in this puppy for a week now and feel motivated to write a review.  First off there are a couple of inaccuracies in the description--the computer DOES have a touch screen, and the RAM speed is 1600MHz, not 3200Mhz.  Beyond that all is described okay.I spent a couple of days burning in the computer with the freeware benchmarking program SiSoft Sandra Lite...no real surprises there.  The system outranked 87 percent of their database, with excellent scores for the processor, SSD drive and RAM (even though it's only 1600MHz).  It only garnered poor scores for its graphics, so if you're at all into 3D gaming look elsewhere.  For my uses it should be fine, though I would have liked to see a graphics score that wasn't bottom of the barrel.  My only other minor gripe is the color quality--initially videos appeared too dark.  I downloaded AMD's Radeon Software package, which allows me to adjust the brightness, hue and color temperature and I'm still dialing it in.So what do I like about it?  Lots of things.  I appreciate the backlit keyboard.  Though I use a mouse, the touchpad is better than many I've experienced.  The keyboard feel is good.  One reason I went for a 15-incher over a 14 was the numeric keypad, which I like.  Though I've used it very little so far, the touch screen simplifies some tasks.  I appreciate the full-HD 1920 x 1080 screen resolution--My last laptop was 1024 x 768 and this has much less eyestrain.  I like the 15.6"" screen much better than a 14"".  The screen is also visible from different angles.  I like the thin case and the light weight.  The 16GB RAM is overkill for me but it's nice to have it there for multi-tasking and video editing if I need it.This beast is a full-featured computer for well under $1000.  It's about the same price as those glorified tablets from Microsoft, Google and Apple with 10""-12"" screens, tiny drives and slower processors.  It hits a sweet spot in several areas for me...I spent a lot of time researching the purchase to include all the features I wanted.
"
"Dell Inspiron 15 5502, 15.6 inch FHD Thin & Light Laptop - Intel Core i5-1135G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Silver (Latest Model)",$694.99,5.0,"
  loving my new computer, the only thing complaint i have is that i can't use the fingerprint sign it. I've been able to use it once ! I love the backlit keys that was a must and the screen size is wonderful. I'm overall very happy with my purchase and if i had to purchase another laptop it would be a 3rd dell.
"
"Dell Inspiron 15 5502, 15.6 inch FHD Thin & Light Laptop - Intel Core i5-1135G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Silver (Latest Model)",$694.99,5.0,"
  I found this laptop to be very snappy & high quality. The specs speak for themselves. The screen is beautiful & the touchscreen feature is nice to have. The battery life is excellent & this thing is very lightweight. It's a powerful Windows machine that doesn't sacrifice anything for its ultra sleekness. You will not be disappointed in the least.
"
"Dell Inspiron 15 5502, 15.6 inch FHD Thin & Light Laptop - Intel Core i5-1135G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Silver (Latest Model)",$694.99,1.0,"
  It has been like this for hours, can't shut down can't do anything! Haven't even used it for 2 days.... dont make the same mistake, sure its pretty and has slick design with decent specs, but I would never buy this again... other people in the reviews were right! Just pay little more and buy something proper
"
"Dell Inspiron 15 5502, 15.6 inch FHD Thin & Light Laptop - Intel Core i5-1135G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Silver (Latest Model)",$694.99,4.0,"
  What initially attracted me to the laptop was the price for the specs and processor offered. it's a durable laptop with a nice display and the laptop is very fast with an SSD. The fingerprint reader is also great I thought that was a nice touch. Unfortunately just like everything else in this world this item has flaws. The first flaw I would like to mention is it overheats very quickly.  Also, the battery isn't very good I assume the battery life is average though. It also isn't the best laptop for running games it does better on some games more than others. Just depends on what games you like. Granted, this laptop wasn't made for running games. Overall, I would still reccomend this laptop to a friend.
"
"Dell Inspiron 15 5502, 15.6 inch FHD Thin & Light Laptop - Intel Core i5-1135G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Silver (Latest Model)",$694.99,3.0,"
  I was so disappointed. This laptop had everything that I had hoped for except that the screen was so dim. Unfortunately I did return it because I couldn’t stand that even on full brightness it was lackluster. Other than screen brightness this laptop has it all.
"
"Dell Inspiron 15 5502, 15.6 inch FHD Thin & Light Laptop - Intel Core i5-1135G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Silver (Latest Model)",$694.99,4.0,"
  I needed a more powerful graphics card than my ancient desktop AiO for modern image processing software. This one fit the bill. One of the approved processors was a Radeon. Since I was getting a Radeon, I got a Ryzen 7 4700U. Plenty of power.My only real complaint is the micro SD card slot instead of a full size. I took an old 32 GB card and put it in as an additional drive. I use a USB adapter for full size SD cards. Waste not, want not.Add a wireless mouse and done. I'm still looking for a good prop to elevate the keyboard a bit. The power brick works. So does the umbrella from my briefcase. Both are a bit higher than I need, although the umbrella has a nice damped feel.5/12 Update: There were too many dongles, so I added:A bit more memory--https://smile.amazon.com/dp/B0887P21Z2/ref=cm_sw_r_cp_apa_glt_fabc_3SB2H3CXT0H0F1JFN968?_encoding=UTF8&psc=1A Bluetooth mouse--https://smile.amazon.com/dp/B07C2NL5HK/ref=cm_sw_r_cp_apa_glt_fabc_2RT9G4WET9CRGTEMPR1M?_encoding=UTF8&psc=1A USB-C card reader for full sized SD cards--https://smile.amazon.com/dp/B07ZKRM12C/ref=cm_sw_r_cp_apa_glt_fabc_VYKCAADQWBETHN337JG1?_encoding=UTF8&psc=1
"
"Dell Inspiron 15 5502, 15.6 inch FHD Thin & Light Laptop - Intel Core i5-1135G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Silver (Latest Model)",$694.99,5.0,"
  I'm still learning how to maximize the different features but I love my new computer. I saved up to purchase the best, Dell.
"
Newest HP Pavilion Intel Pentium Silver N5000 4GB 128GB SSD Windows 10 Laptop Red,$348.98,5.0,"
  I've only had this laptop for a few days so I am writing a review accordingly. So to start off, I'm not a huge tech person at all. I have a smart  Phone and have done everything from that period the last time that I had a laptop was probably  about 7 years ago.I recently started a business where I will be shipping products and printing invoices and  things of that nature. I knew I would either need a laptop or a desktop to do so. I figured a laptop would be perfect for now since its portable and I can take it anywhere.I initially ordered a chromebook off of Walmart.com and was so disappointed.  The screen and picture was so dim that it hurted my eyes. There was no way to adjust brightness.  There was no cap lock button and several other disturbing things...lol it went back the next day.Came to Amazon and saw this beautiful red hp laptop.  Took a chance and so far I'm loving it. Again,  I'm not a super tech gal or anything like that so I can't tell you how storage and all the specs will work. I like this laptop because it's semi huge. I'm a female with big hands and the keyboard is perfect for me.The Chromebook I sent back would load web pages super slow even when sitting right next to my modem.  As for this hp laptop, I'm out on my back porch and modem is upstairs and it's still loading with n0 problem at all.I wasn't quite sure what S mode was when I ordered it but it took 2 minutes to get it out of S mode. I went to gmail.com to check my emails and a message from gmail popped up in the right hand corner that said you are not using a Google browser and click her to get Google browser.  That's it that's all and my laptop is out of S mode.I have used it to create several word documents for my website so far.  Hooked up perfectly to my printer. Beautiful Color!! Keyboard is not backlight but its really nice so who cares. So far so good. Also shipping was really fast.  It was due on Wednesday but got her on Monday.
"
Newest HP Pavilion Intel Pentium Silver N5000 4GB 128GB SSD Windows 10 Laptop Red,$348.98,5.0,"
  My husband only likes HP computers. He had been wanting a laptop that he could use to pay bills, watch some youtube videos and surf the internet and not have to use his phone.I order this for him for Father's Day. It came in S mode but that was super easy to remove. The color is nice and its a nice size for viewing videos.
"
Newest HP Pavilion Intel Pentium Silver N5000 4GB 128GB SSD Windows 10 Laptop Red,$348.98,5.0,"
  I needed a notebook type laptop with built-in camera and audio to conduct meetings on Zoom, stream Netflix, surf/ browse the internet, compose Microsoft documents (I purchased and installed my own Microsoft office 2019)..... In other words nothing heavy duty/schmancy. Have had it a few weeks, is performing very well, good battery life lightweight and thin. Good screen quality/ resolution. It would be nice if the keyboard was backlit, but it's not.....
"
Newest HP Pavilion Intel Pentium Silver N5000 4GB 128GB SSD Windows 10 Laptop Red,$348.98,4.0,"
  It has been just over a month since I got it. For what I do, email, read articles, shop, play poker, this is a great machine. It came within a reasonable time. My only complaint is that it comes with Windows 10 S. It says it comes with Windows 10 (check the chart), but it was in the S mode. It seemed simple to remove or shut off but it would not and after repeated attempts and some foul language at the Microsoft site, I appealed to their Community and went to bed. The second response the next day solved the issue and after following the prompts I was able to get it out of S mode. Props to the Microsoft Community. Now I can add any App (hello Chrome, bye Edge) I want regardless of Microsoft's feelings. If the chart had been correct or this had come without the S Mode this would be a 5-star review.It is thin and has a large screen. It has a louder volume from the speakers than my older HP Pavillion. That is a good thing as the last one was not loud enough. It is also lighter than my last one and the battery lasts about 4x as long. If there is a fan I can not hear it, but there seems to be very little heat.  So far so good.
"
Newest HP Pavilion Intel Pentium Silver N5000 4GB 128GB SSD Windows 10 Laptop Red,$348.98,1.0,"
  Worse experience ever for two reasons..I was willing to pay for 2 day shipping and handling to get a laptop as quickly as possible..what I didnt realize is two day doesnt mean two days in seller and Amazon equation..mailed on 7/30 didnt receive until Aug 4th..open it up..doesnt work..hp support thinks it is adaptor or board itself..Never again..
"
Newest HP Pavilion Intel Pentium Silver N5000 4GB 128GB SSD Windows 10 Laptop Red,$348.98,1.0,"
  The internet connection is terrible I would not recommend to a friend
"
Newest HP Pavilion Intel Pentium Silver N5000 4GB 128GB SSD Windows 10 Laptop Red,$348.98,5.0,"
  Arrived a day early and my son is in love.
"
Newest HP Pavilion Intel Pentium Silver N5000 4GB 128GB SSD Windows 10 Laptop Red,$348.98,4.0,"
  Pointer keeps freezing.  Tried different things to get it to stop, but not working.
"
"HP Pavilion Gaming 15-Inch Micro-EDGE Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (15-dk0020nr, Shadow Black/Acid Green)",$690.39,5.0,"
  ive seen people say that the battery life isn't good, but I don't think those people understand that any time youre using a pc to game on, youre never gonna get more than a few hours unless youre willing to spend thousands on a laptop. the picture quality is ecxcellent. the specs overall are great for under 1k. its upgradable. it also has intel optane to go along with the ssd.ive seen people complain that the backlite for they keyboard wont stay on. ITS NOT SUPPOSED TO. with no use, the light goes off. all you have to do is touch the touchpad and they'll come back on. im not sure if there is a setting to change that because I havnt looked. I actually prefer that to minimize battery use.while using without gaming, the battery life is actually pretty good.so far ive played terraria and fallout 76, and they both play great on ultra settings. I think im going to install battlefield 5 and see how it runs. not a big fan of the game itself, but that's the most resource intense game I own, kinda curious how itll run.the laptop is more than vr readyI love how the keyboard feels for gaming and for typing.oh, ive also seen people comment that the laptop would not turn on once receiving.... mine didn't either, YOU HAVE TO CHARGE THE BATTERY, LOLoh, and I also received the laptop within a day and a half. ordered friday night, and got it sunday.overall I highly recommend
"
"HP Pavilion Gaming 15-Inch Micro-EDGE Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (15-dk0020nr, Shadow Black/Acid Green)",$690.39,3.0,"
  It's a 60Hz refresh rate, not a 144Hz as written in the description.
"
"HP Pavilion Gaming 15-Inch Micro-EDGE Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (15-dk0020nr, Shadow Black/Acid Green)",$690.39,5.0,"
  Being an electronics technician and having built many computers over the years, I have hot to say that the pavillion line of gaming computers is the best bang for your buck that I have seen in years. I have owned many different laptop brands and my HP laptops last the longest with the least problems. I am not a bigtime FPS gamer like I used to be but I can play world of warcraft on full graphics without any video lag whatsoever.
"
"HP Pavilion Gaming 15-Inch Micro-EDGE Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (15-dk0020nr, Shadow Black/Acid Green)",$690.39,5.0,"
  THIS IS LAPTOP. IT IS GOOD LAPTOP. IT PLAYS MANY GAMES, ALTHOUGH THERE ARE DEFINITELY MUCH MORE POWERFUL GPUS TO BE FOUND IN MORE EXPENSIVE LAPTOP. I AM HAPPY. IT IS PRETTY.
"
"HP Pavilion Gaming 15-Inch Micro-EDGE Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (15-dk0020nr, Shadow Black/Acid Green)",$690.39,5.0,"
  I was able to run Sims 4 and all of my expansion and game packs with no issues whatsoever. The game now starts quick and loads faster. It’s great for both gaming and school work. I like the thin, sleeker design. The battery is pretty good depending on what you’re doing and the light up keyboard allows me to see what I’m doing even in dimly lit rooms. I’ve had no issues whatsoever with it. Very happy I bought this laptop
"
"HP Pavilion Gaming 15-Inch Micro-EDGE Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (15-dk0020nr, Shadow Black/Acid Green)",$690.39,5.0,"
  This has been a great computer, plays everything that I've thrown at it, not at top specs but more then enough for me.  Thermal control is better then expected, it can be a little loud but nothing near my last asus ROG machine.  I upgraded to 16GB ram and windows ran better but didn't notice a ton in games.Pros:-Bang for your buck-USB-C-easy to upgrade-Looks like a gaming laptop without being obnoxious-Power brick is really compact for this type of computerCons:-The middle hinge is a little scary, you have to open it from the middle.  If you open it with the corners it flexes the screen a lot.-Wish the power button was on the side so I don't have to open it when it's plugged into my monitor-Battery life is good for a gaming laptop but realistically 3-4 hours of normal use.  1-2 hours of gaming maybe.-USB-C isn't thunderbolt
"
"HP Pavilion Gaming 15-Inch Micro-EDGE Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (15-dk0020nr, Shadow Black/Acid Green)",$690.39,5.0,"
  So as you all know, earlier this year I bought the HP Pavilion Gaming 15 core i5-8300H and had a hiccup that was resolved if you read my review on that one.  This time I bought the newer core i5-9300H model for a friend and I must say I love this new design.  It has larger vents for better air flow; 2 settings for the light in the keyboard (dim and bright green); the monitor is a bit more sturdy then the first which is a plus.  Overall this machine is definitely a 5 out of 5 for the price bracket.
"
"HP Pavilion Gaming 15-Inch Micro-EDGE Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (15-dk0020nr, Shadow Black/Acid Green)",$690.39,5.0,"
  Pretty good, for those that are wondering. When I received this laptop, it only arrived with an M.2. No sata. Housing for the sata, but no sata only a blank box so the housing could mount. Still a solid computer, good for gaming and strong fans. Easy maintenance, thermal pads and paste are easily accessible. All though this was bought at walmart and everyone including these people have upped the price, but still a solid computer for the extra $200+ they slapped on it. This is an hp originally sold at walmart for around 545 dollars. Hope this review is helpful, enjoy the laptop.
"
"2020 Newest Acer Aspire 5 Slim Laptop 15.6"" FHD IPS Display, AMD Ryzen 3 3200u (up to 3.5GHz), Vega 3 Graphics, 8GB RAM DDR4, 256GB PCIe SSD, Backlit KB,WiFi,HDMI, Win10 w/Ghost Manta Accessories",$499.00,5.0,"
  Aspire 5, Ryzen 3, Vega 3 Graphics, 16GB RAM DDR4, 512GB PCIe SSD:On mine, the upgraded boot SSD came as a Kingston and the memory modules were Crucial brand. I was happy to see brand names that I recognized.I installed an expansion 1GB WD Blue SSD myself and am extremely happy with this little PC. The boot SSD does indeed run at NVMe speeds, 1646/929 MB/s sequential read/write. The WD Blue SSD that I installed runs 392/303 MB/s. I am pretty sure that the motherboard is the limiting factor on these speeds.The Windows 10 Task Manager shows the GPU as having reserved 2GB of RAM and is sharing 7GB Ram with the system. That seems reasonable to me.You can just buy the base model Aspire 5 and add all of this stuff yourself, saving some serious $. I had already upgraded the boot NVMe SSD on a different PC and just did not want to deal with that again, too many headaches for me getting Windows 10 uefi BIOS set up. The RAM and additional SSD are fairly simple DIY projects. This was a good purchase for me.
"
"2020 Newest Acer Aspire 5 Slim Laptop 15.6"" FHD IPS Display, AMD Ryzen 3 3200u (up to 3.5GHz), Vega 3 Graphics, 8GB RAM DDR4, 256GB PCIe SSD, Backlit KB,WiFi,HDMI, Win10 w/Ghost Manta Accessories",$499.00,5.0,"
  Very happy with this laptop. Extremely light. Very fast boot up. Converting from Windows 10 S to Windows 10 Home was quick and easy. Just read the directions in the description of this laptop. Highly recommend!
"
"2020 Newest Acer Aspire 5 Slim Laptop 15.6"" FHD IPS Display, AMD Ryzen 3 3200u (up to 3.5GHz), Vega 3 Graphics, 8GB RAM DDR4, 256GB PCIe SSD, Backlit KB,WiFi,HDMI, Win10 w/Ghost Manta Accessories",$499.00,5.0,"
  I have zero negatives about this laptop or seller. As everyone does I researched the hell out of laptops before I made my purchase. The best recommended product was this exact Acer laptop & Thrilled it was selling on Amazon, MY FAV!I also made certain to read as many reviews as possible here on Amazon before putting my money down. I have never been happier purchasing a laptop. It came earlier than scheduled & packaged like new so I am giving high marks to the seller!It was larger than the company laptop I was working on but thinner & lighter, Yeah! The set up took less than 20 minutes & I have been loving it ever since. I highly recommend this laptop even if you have a large budget to spend.I did spend the extra money to get the warranty but did not purchase any of the additions they recommend, ie office, adobe, etc. Since I read the reviews & saw how many people were unhappy with them I chose not to purchase & happy I didn't. I have not needed any additions, my Acer has everything I need already built in.
"
"2020 Newest Acer Aspire 5 Slim Laptop 15.6"" FHD IPS Display, AMD Ryzen 3 3200u (up to 3.5GHz), Vega 3 Graphics, 8GB RAM DDR4, 256GB PCIe SSD, Backlit KB,WiFi,HDMI, Win10 w/Ghost Manta Accessories",$499.00,5.0,"
  We bought 2 of these with the 16gb and 512 ssd for school and work. This laptop doesn’t disappoint it’s quick and responds  very quickly. The only thing is one laptop says it has Alexa built in which I can’t find and the other one doesn’t say anything.
"
"2020 Newest Acer Aspire 5 Slim Laptop 15.6"" FHD IPS Display, AMD Ryzen 3 3200u (up to 3.5GHz), Vega 3 Graphics, 8GB RAM DDR4, 256GB PCIe SSD, Backlit KB,WiFi,HDMI, Win10 w/Ghost Manta Accessories",$499.00,1.0,"
  this computer is expensive to get the bigger hard drive 1TB. and it comes loaded with old software from2014 mostly and is STUCK in Windows ""S MODE"". sure there are ways that are SUPPOSED to remove it but they dont work - so you are stuck with lots and lots of Microsoft pop=ups constantly trying to sell you things thru Microsift Store AND bombarding your email which you must provide to activate Windows at all.  S MODE allows you opnly to add apps that are sold and ""approved"" by Microsoft. I've been thru all of their help garbage, talked to them and Acer, but still stuck in S Mode. its crap. its annoying. I'm not paying Microsoft for every little thing I may want to add to this computer- It doesnt even let you run Microsoft Office with paying for an additional upgrade.  almost $700 to have my privacy constantly invaded and my every movement tracked. ridiculous. stay with your old laptop and just upgrade the hard drive and save yourself 100's of dollars.
"
"2020 Newest Acer Aspire 5 Slim Laptop 15.6"" FHD IPS Display, AMD Ryzen 3 3200u (up to 3.5GHz), Vega 3 Graphics, 8GB RAM DDR4, 256GB PCIe SSD, Backlit KB,WiFi,HDMI, Win10 w/Ghost Manta Accessories",$499.00,5.0,"
  great computer everything I was looking for. speed gaming storage.all around great computer.
"
"2020 Newest Acer Aspire 5 Slim Laptop 15.6"" FHD IPS Display, AMD Ryzen 3 3200u (up to 3.5GHz), Vega 3 Graphics, 8GB RAM DDR4, 256GB PCIe SSD, Backlit KB,WiFi,HDMI, Win10 w/Ghost Manta Accessories",$499.00,5.0,"
  Bought this for my wife. Got everything she needs to run her business with. Like how how easy it is to upgrade.
"
"2020 Newest Acer Aspire 5 Slim Laptop 15.6"" FHD IPS Display, AMD Ryzen 3 3200u (up to 3.5GHz), Vega 3 Graphics, 8GB RAM DDR4, 256GB PCIe SSD, Backlit KB,WiFi,HDMI, Win10 w/Ghost Manta Accessories",$499.00,3.0,"
  The speakers on the computer are very low
"
"Dell XPS 13 (9310), 13.4- inch FHD+ Touch Laptop - Intel Core i7-1185G7, 16GB 4267MHz LPDDR4x RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Pro - Platinum Silver with Black Palmrest (Latest Model)","$1,599.00",2.0,"
  The machine was on for about 1 hour, setting up and running updates.  The screen froze.  Soft or hard boot, didn't work.  Called Dell and they had me hold down the power button for 1 minute to reset.  Machine came back up and the screen was completely pixilated.  Restarted again.  Happened again.  Returned machine.
"
"Dell XPS 13 (9310), 13.4- inch FHD+ Touch Laptop - Intel Core i7-1185G7, 16GB 4267MHz LPDDR4x RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Pro - Platinum Silver with Black Palmrest (Latest Model)","$1,599.00",4.0,"
  The other reviews do not understate the quality of the webcam - it is horrendous. Much lesser of quality than I would expect for a $1600 2020 laptop.Love the keyboard. I'm a mechanical-keyboard type of person, and while I typically hate low-profiles, I liked the keyboard on this laptop enough that it was the decision-making factor when it came down to a few options. Handles smaller games great, professional looking and would recommend to anyone using it for non-webcam related purposes.Update: Some serious graphical glitches came with this laptop. It's behaving like motherboard failure. Seems like this is a problem with XPS's in general. Returning and not chancing it - I suspected the laptop was a return to begin with, and the packaging was pretty badly damaged when it came (previously ripped open multiple times). I still like the laptop, but I'm replacing it with a unit from the manufacturer.
"
"Dell XPS 13 (9310), 13.4- inch FHD+ Touch Laptop - Intel Core i7-1185G7, 16GB 4267MHz LPDDR4x RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Pro - Platinum Silver with Black Palmrest (Latest Model)","$1,599.00",1.0,"
   It was supposed to be a brand new laptop but it came with 2 keys affected. Called customer service but they refused to give me replacement and price already went up if I want to return the old one and buy new oneDon’t waste your money!
"
"Dell XPS 13 (9310), 13.4- inch FHD+ Touch Laptop - Intel Core i7-1185G7, 16GB 4267MHz LPDDR4x RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Pro - Platinum Silver with Black Palmrest (Latest Model)","$1,599.00",1.0,"
  I had issues with this laptop from the start including it almost setting my house on fire from how hot it got overnight.  The technicians said this is an out of box issues. Laptop's should not be fire hazard out of box. Do not buy it! Not safe! Customer service is Awful!!!!! All the features seem cool but dealing with Dell is not worth it or your family's safety.
"
"Dell XPS 13 (9310), 13.4- inch FHD+ Touch Laptop - Intel Core i7-1185G7, 16GB 4267MHz LPDDR4x RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Pro - Platinum Silver with Black Palmrest (Latest Model)","$1,599.00",1.0,"
  Defective keyboard (broken button) with amazon support blatantly asking that i deal with dell (30 mins of wait, dropped calls) and still no resolution. Rather buy with manufacturers directly.
"
"Dell XPS 13 (9310), 13.4- inch FHD+ Touch Laptop - Intel Core i7-1185G7, 16GB 4267MHz LPDDR4x RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Pro - Platinum Silver with Black Palmrest (Latest Model)","$1,599.00",3.0,"
  I received an open box product. It struggled to function with a wireless mouse and keyboard combo via USB hub.  Several times it crashed if I unplugged it and closed the lid.  Also, recently the fingerprint reader and IR camera for face recognition are no longer recognized.  too many issues in the first two weeks to keep.  However, i am very happy with the laptop as a whole and will be ordering from Dell.  I am sorry that Amazon would send an open box of an obviously defective product to a long-time consumer, especially at this price point.Sorry to return. I saw several other reviews about open items. I'll be ordering from Dell.
"
"Dell XPS 13 (9310), 13.4- inch FHD+ Touch Laptop - Intel Core i7-1185G7, 16GB 4267MHz LPDDR4x RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Pro - Platinum Silver with Black Palmrest (Latest Model)","$1,599.00",2.0,"
  I’m not too keen on this. It’s the same computer as the one I bought in 2017 except it’s different. One thing I loathe is that I needed to buy a dongle so I could hook up my monitor, my keyboard, and my mouse. Didn’t have to on the other one. The fingerprint reader is finicky, which is annoying because I keep logging in and getting that error message, but my biggest issue is the keyboard. Idk what they did with it, but it’s not chiclet style like the older model it’s almost too flat for my preference it feels like I’m going to break the keys. And the hinge feels subpar kind of cheap. Just not happy that I paid all the money for this.
"
"Dell XPS 13 (9310), 13.4- inch FHD+ Touch Laptop - Intel Core i7-1185G7, 16GB 4267MHz LPDDR4x RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Pro - Platinum Silver with Black Palmrest (Latest Model)","$1,599.00",1.0,"
  Purchased fully loaded, Dell XPS 13 (11th gen).  Everything as expected EXCEPT the micro SD slot does not allow the micro SD card to eject.  After researching on the web, this has been reported to Dell as a problem on the XPS 13 (9300 series) as early as 2019;  obviously still a problem.Updated 5-May-21:  Never Dell again.  Sent to Dell for repair, Dell said that, as the microSD port on the Motherboard was damaged, and as not covered by BASIC warranty, I had to pay 259 plus tax to get repaired.  I am having them return the laptop, and am investigating how to return to Amazon as ""received as damaged"".
"
"ASUS Laptop L510 Ultra Thin Laptop, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 128GB Storage, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-DS04",$354.99,3.0,"
  The good: I like the back lit keyboard, the fast, quiet solid state memory, the long battery life, the big 15.6 screen.  Used as a simple school or business tool it is a perfectly good computer.The not great: The 4gb ram is a limiting factor on this unit.  You cannot ever install additional ram to handle modern software or games, as it has no slots for ram at all. The 4gb ram is simply soldered in to the unit.Be aware of this when making this purchase.On the plus side, You can easily greatly expand on the 128gb solid drive by plugging in an internal m.2 SSD card.  An empty m.2 slot is provided. The speed of this computer is only slow when used for multi tasking with intense business software. Regular use is fine, in fact its pretty snappy with good performance. I did have to disable the windows 10 S mode. Disabling 10S is a built in option, allowing a return to regular windows. 10s would not function with the business software and non microsoft add ons I require. I am now running regular windows 10 with no issues.
"
"ASUS Laptop L510 Ultra Thin Laptop, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 128GB Storage, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-DS04",$354.99,5.0,"
  we have only had & been using this laptop for 8 days now , and love it. If your looking  for a basic , no BIG WHISTLES AND BELLS laptop  look no further. It's quick , very light weight , doesn't feel clumsy or top heavy , ( balanced nicely )  etc. THIS IS IT . It has everything we need without paying an arm and a leg .It's great for casual use  , second laptop top for back up enjoyment , a student  , researching , retired folks like us , and easy to take with if traveling. . WE LOVE IT AND THINKING OF PURCHASING ANOTHER...WONDERFUL PRICE  FOR FOLKS LIKE US
"
"ASUS Laptop L510 Ultra Thin Laptop, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 128GB Storage, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-DS04",$354.99,4.0,"
  If you’re wondering if this works for Old School Runescape and can run the game successfully without lag than yes. Yes it does I havnt fiddled with the settings yet but the screen produces a “matte” like look on the graphics.Would recommend buying
"
"ASUS Laptop L510 Ultra Thin Laptop, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 128GB Storage, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-DS04",$354.99,5.0,"
  Great product
"
"ASUS Laptop L510 Ultra Thin Laptop, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 128GB Storage, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-DS04",$354.99,5.0,"
   This is a great computer for a affordable price & there are so many pre downloaded apps that are already installed! Would recommend to anyone that does music or plays games .
"
