Example Product Name,Product Details
Product21," Dell Inspiron 15 3000 Laptop (2021 Latest Model), 15.6"" HD Display, Intel N4020 Dual-Core Processor, 8GB RAM, 256GB SSD, Webcam, HDMI, Bluetooth, Wi-Fi, Black, Windows 10  4.9 out of 5 stars 23  Personal Computers $449.00$449.00  "
Product22," Dell Inspiron 15 5502, 15.6 inch FHD Thin & Light Laptop - Intel Core i5-1135G7, 8GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Silver (Latest Model)  4.3 out of 5 stars 103  Personal Computers $687.00$687.00 $749.00$749.00  Ships to TurkeyOnly 1 left in stock - order soon.Amazon Certified: Alexa Built-in"
Product23," LG Gram 17Z90P - 17"" WQXGA (2560x1600) Ultra-Lightweight Laptop, Intel evo with 11th gen CORE i7 1165G7 CPU , 16GB RAM, 1TB SSD, Alexa Built-in, 19.5 Hours Battery, Thunderbolt 4, Black - 2021  4.6 out of 5 stars 396  Personal Computers $1,799.99$1,799.99  Ships to TurkeyAmazon Certified: Alexa Built-in"
Product24," ASUS ZenBook 14 Ultra-Slim Laptop 14” FHD NanoEdge Bezel Display, Intel Core i7-1165G7, NVIDIA MX450, 16GB RAM, 512GB SSD, ScreenPad 2.0, Thunderbolt 4, Windows 10 Pro, Pine Grey, UX435EG-XH74  4.1 out of 5 stars 21  Personal Computers $1,198.99$1,198.99 $1,555.99$1,555.99  Ships to TurkeyMore Buying Choices$979.97(22 used & new offers) "
Product25," HP Pavilion Gaming 15-Inch Micro-EDGE Laptop, Intel Core i5-9300H Processor, NVIDIA GeForce GTX 1650 (4 GB), 8 GB SDRAM, 256 GB SSD, Windows 10 Home (15-dk0020nr, Shadow Black/Acid Green)  4.6 out of 5 stars 547  Personal Computers $699.00$699.00  Ships to TurkeyOnly 5 left in stock - order soon.More Buying Choices$665.98(28 used & new offers) "
Product26," 2020 HP 17.3"" HD+ Premium Laptop Computer, AMD Ryzen 5 3500U Quad-Core Up to 3.7GHz, 12GB DDR4 RAM, 256GB SSD, DVDRW, AMD Radeon Vega 8, 802.11ac WiFi, Bluetooth 4.2, USB 3.1, HDMI, Black, Windows 10  4.5 out of 5 stars 315  Personal Computers $699.99$699.99  Only 8 left in stock - order soon.More Buying Choices$575.00(17 used & new offers) "
Product27," Apple MacBook Air MJVM2LL/A 11.6-Inch laptop(1.6 GHz Intel i5, 128 GB SSD, Integrated Intel HD Graphics 6000, Mac OS X Yosemite (Renewed)  4.4 out of 5 stars 2,406  Personal Computers $395.52$395.52 $415.75$415.75  Ships to TurkeyOnly 1 left in stock - order soon.More Buying Choices$384.00(15 new offers) "
Product28," Acer Predator Helios 300 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2060 6GB, 15.6"" Full HD 144Hz 3ms IPS Display, 16GB Dual-Channel DDR4, 512GB NVMe SSD, Wi-Fi 6, RGB Keyboard, PH315-53-72XD  4.7 out of 5 stars 3,175  Personal Computers $1,499.00$1,499.00  Ships to TurkeyOnly 8 left in stock - order soon.More Buying Choices$1,249.00(31 used & new offers) Amazon Certified: Alexa Built-in"
Product29," ASUS VivoBook 15 Thin & Light Laptop, 15.6” FHD Display, AMD Quad Core R7-3700U CPU, 8GB DDR4 RAM, 512GB PCIe SSD, AMD Radeon Vega 10 Graphics, Fingerprint, Windows 10 Home, Slate Gray, F512DA-NH77  4.6 out of 5 stars 814  Personal Computers $679.00$679.00  Ships to TurkeyOnly 7 left in stock - order soon.More Buying Choices$500.00(38 used & new offers) "
Product30, SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  HAOQIN HaoBook106 10.1 inch 2-in-1 Laptop Computer Touchscreen with Detachable Keyboard Intel Atom 2GB RAM 32GB ROM HD IPS Display Windows 10 Black  3.5 out of 5 stars 68  Personal Computers $189.99$189.99 $209.99$209.99  Ships to Turkey
Product31, SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Laptop Computer 14 inch Windows 10 Notebook PC - HAOQIN HaoBook140 Intel Celeron N3350 6GB DDR RAM 128GB SSD FHD IPS Display 5.0GHz WiFi Bluetooth 4.2 HDMI Pink  3.8 out of 5 stars 262  Personal Computers $269.99$269.99 $289.99$289.99  Ships to Turkey
Product32," SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  2 in 1 Laptop, WINNOVO TaBook, 13.3 Inch Touchscreen Laptop, Detachable Keyboard, Intel Celeron Quad Core Processor, 4GB RAM, 64GB ROM, 1920x1080 FHD IPS Display, Windows 10 S, 5G WiFi, HDMI(Grey)  Personal Computers $329.00$329.00  $50.00 coupon applied at checkoutSave $50.00  with coupon Ships to TurkeyOnly 15 left in stock - order soon."
Product0,"



SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  LincPlus 14"" Slim Metal Laptop 4GB RAM 64GB eMMC Storage Upgradeable up to 512GB Windows 10 S Intel Celeron N3350 Netbook Computer Full HD Fanless Quiet Notebook  4.6 out of 5 stars 6  Personal Computers $299.00$299.00  $15.00 coupon applied at checkoutSave $15.00  with coupon Ships to Turkey



"
Product1,"



SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  BMAX X15 Laptop Computers, 15.6"" FHD (1920 x 1080) Display, Intel 4120 up to 2.6 GHz, 8GB DDR4, 256GB SSD Storage, HDMI, Webcam, WI-FI, Windows 10 - Space Grey  3.9 out of 5 stars 43  Personal Computers $359.00$359.00  Ships to Turkey



"
Product2,"



SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  BMAX Y11 2 in 1 Laptop, Touchscreen 11.6"" FHD (1920 x 1080) Display, 360 Degree Convertible, Intel N4120 Processor, 8GB LPDDR4, 256GB SATA SSD, Windows 10, Type-C, HDMI, All-Metal Body  4.2 out of 5 stars 55  Personal Computers $369.00$369.00  Ships to Turkey



"
Product3,"

ASUS ZenBook Pro Duo UX581 Laptop, 15.6” 4K UHD NanoEdge Touch Display, Intel Core i9-10980HK, 32GB RAM, 1TB PCIe SSD, GeForce RTX 2060, ScreenPad Plus, Windows 10 Pro, Celestial Blue, UX581LV-XS94T  4.5 out of 5 stars 48  Personal Computers 

"
Product4,"

HP Stream 14-Inch Touchscreen Laptop, AMD Athlon 3050U2a, 4 GB SDRAM, 64 GB eMMC, Windows 10 Home in S Mode with Office 365 Personal for One Year (Silver), cm. Accessories  4.4 out of 5 stars 64  Personal Computers $327.99$327.99 $369.00$369.00  Ships to TurkeyMore Buying Choices$299.99(4 used & new offers) 

"
Product5,"

Apple MacBook Pro 13in Core i5 Retina 2.7GHz (MF840LL/A), 8GB Memory, 256GB Solid State Drive (Renewed)  4.3 out of 5 stars 770  Personal Computers $599.00$599.00  Ships to TurkeyMore Buying Choices$568.97(10 new offers) 

"
Product6,"

HP Chromebook x360 14-inch HD Touchscreen Laptop, Intel Celeron N4000, 4 GB RAM, 32 GB eMMC, Chrome (14b-ca0010nr, Ceramic White/Mineral Silver)  4.6 out of 5 stars 1,975  Personal Computers $328.00$328.00 $399.99$399.99  Ships to TurkeyIn stock on June 4, 2021.More Buying Choices$239.00(89 used & new offers) 

"
Product7,"

Dell XPS 13 (9310), 13.4- inch UHD+ Touch Laptop - Intel Core i7-1185G7, 32GB 4267MHz LPDDR4x RAM, 2TB SSD, Iris Xe Graphics, Windows 10 Home - Platinum Silver with Black Palmrest (Latest Model)  4.0 out of 5 stars 113  Personal Computers $2,190.00$2,190.00  Ships to TurkeyOnly 5 left in stock - order soon.More Buying Choices$1,591.59(5 used & new offers) Amazon Certified: Alexa Built-in

"
Product8,"

Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)  4.3 out of 5 stars 467  Personal Computers $429.99$429.99  Ships to TurkeyOnly 12 left in stock - order soon.More Buying Choices$369.10(17 new offers) 

"
Product9,"

HP 14"" Touchscreen Home and Business Laptop Ryzen 3-3200U, 8GB RAM, 128GB M.2 SSD, Dual-Core up to 3.50 GHz, Vega 3 Graphics, RJ-45, USB-C, 4K Output HDMI, Bluetooth, Webcam, 1366x768, Win 10  4.5 out of 5 stars 1,304  Personal Computers $438.00$438.00  Ships to TurkeyOnly 5 left in stock - order soon.More Buying Choices$359.00(31 used & new offers) 

"
Product10,"

Razer Blade 15 Advanced Gaming Laptop 2021: Intel Core i7-10875H 8-Core, NVIDIA GeForce RTX 3070, 15.6” QHD 240Hz, 16GB RAM, 1TB SSD - CNC Aluminum - Chroma RGB - THX Spatial Audio - Thunderbolt 3  4.0 out of 5 stars 40  Personal Computers $2,499.99$2,499.99  Ships to Turkey

"
Product11,"

Acer C720 11.6in Chromebook Intel Celeron 1.40GHz Dual Core Processor, 2GB RAM, 16GB W/Chrome OS (Renewed)  4.0 out of 5 stars 434  Personal Computers $127.90$127.90 $141.99$141.99  Ships to TurkeyMore Buying Choices$125.00(16 new offers) 

"
Product12,"

Microsoft Surface Laptop 4 13.5” Touch-Screen – AMD Ryzen 5 Surface Edition - 8GB Memory - 256GB Solid State Drive (Latest Model) - Platinum  4.5 out of 5 stars 31  Platinum 

"
Product13,"

HP 14-inch Chromebook HD Touchscreen Laptop PC (Intel Celeron N3350 up to 2.4GHz, 4GB RAM, 32GB Flash Memory, WiFi, HD Camera, Bluetooth, Up to 10 hrs Battery Life, Chrome OS , Black)  4.5 out of 5 stars 1,494  Personal Computers $257.80$257.80  Ships to TurkeyMore Buying Choices$224.00(99 used & new offers)  Climate Pledge FriendlySee 1 certificationWe’ve made it easier to discover products with sustainability certifications, as part of our commitment to help preserve the natural world. Time is fleeting. Learn more PRODUCT CERTIFICATION (1) EPEAT 

"
Product14,"

2020 HP 15.6"" HD LED Display Laptop, Intel Pentium Gold 6405U Processor, 4GB DDR4 RAM, 128GB SSD, HDMI, Webcam, WI-FI, Windows 10 S, Scarlet Red  4.6 out of 5 stars 605  Electronics 

"
Product15,"



SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Panasonic Toughbook CF-19 MK4, Intel i5-U540 @1.20GHz, 10.4"" XGA Touchscreen, 4GB, 128GB SSD, WiFi, Bluetooth, Windows 10 Professional (Renewed)  1.8 out of 5 stars 3  Personal Computers $399.00$399.00  Ships to TurkeyOnly 2 left in stock - order soon.



"
Product16,"



SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Laptop Computer Notebook 14-Inch Windows-10 – WINNOVO WinBook N140 6GB RAM 64GB ROM Intel Celeron Processor HD IPS Display Numeric Touchpad 5G WiFi HDMI (Space Grey)  3.5 out of 5 stars 8  Personal Computers $269.99$269.99 $289.99$289.99  $20.00 coupon applied at checkoutSave $20.00  with coupon Ships to Turkey



"
Product17,"



SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Laptop 15.6 inch Notebook 8GB RAM 128GB SSD YELLYOUTH Full HD 1920 x 1080 Intel CPU Quad Core Computer with WiFi HDMI Windows 10 Notebook Silver  3.6 out of 5 stars 412  Personal Computers $319.99$319.99  $40.00 coupon applied at checkoutSave $40.00  with coupon Ships to TurkeyOnly 2 left in stock - order soon.



"
Product18,"

2020 HP Envy x360 2-in-1 13.3"" FHD IPS Touchscreen Laptop Intel Evo Platform 11th Gen Core i7-1165G7 8GB Memory 512GB SSD Pale Gold - Backlit Keyboard -Fingerprint Reader -Thunderbolt - WiFi 6  4.6 out of 5 stars 56  Personal Computers $859.00$859.00 $999.00$999.00  Ships to TurkeyMore Buying Choices$749.00(27 used & new offers) 

"
Product19,"

Acer Nitro 5 Gaming Laptop, 10th Gen Intel Core i5-10300H,NVIDIA GeForce GTX 1650 Ti, 15.6"" Full HD IPS 144Hz Display, 8GB DDR4,256GB NVMe SSD,WiFi 6, DTS X Ultra,Backlit Keyboard,AN515-55-59KS  4.6 out of 5 stars 2,356  Personal Computers 

"
Product20,"

2020 HP 15 15.6"" HD Touchscreen Premium Laptop - 10th Gen Intel Core i5-1035G1, 16GB DDR4, 512GB SSD, USB Type-C, HDMI, Windows 10 - Silver W  4.5 out of 5 stars 1,568  Personal Computers $755.00$755.00  Only 5 left in stock - order soon.More Buying Choices$675.00(18 used & new offers)  Climate Pledge FriendlySee 1 certificationWe’ve made it easier to discover products with sustainability certifications, as part of our commitment to help preserve the natural world. Time is fleeting. Learn more PRODUCT CERTIFICATION (1) EPEAT 

"
Product21,"

Dell Inspiron 14 5406 2 in 1 Convertible Laptop, 14-inch FHD Touchscreen Laptop - Intel Core i7-1165G7, 12GB 3200MHz DDR4 RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home - Titan Grey (Latest Model)  4.4 out of 5 stars 90  Personal Computers $888.61$888.61 $979.99$979.99  Ships to TurkeyOnly 2 left in stock - order soon.More Buying Choices$807.50(18 used & new offers) Amazon Certified: Alexa Built-in

"
Product22,"

Lenovo Ideapad L340 Gaming Laptop, 15.6 Inch FHD (1920 X 1080) IPS Display, Intel Core i5-9300H Processor, 8GB DDR4 RAM, 512GB Nvme SSD, NVIDIA GeForce GTX 1650, Windows 10, 81LK00HDUS, Black  4.6 out of 5 stars 1,246  Personal Computers $755.00$755.00 $969.99$969.99  Ships to TurkeyOnly 18 left in stock - order soon.More Buying Choices$669.00(31 used & new offers) 

"
Product23,"

2021 Newest Acer Aspire 5 Slim Laptop, 15.6 inches Full HD IPS Display, AMD Ryzen 3 3200U, Vega 3 Graphics, 8GB DDR4, 256GB SSD, Backlit Keyboard, Windows 10 + Oydisen Cloth  4.3 out of 5 stars 18  Personal Computers $469.99$469.99 $495.99$495.99  

"
Product24,"

Microsoft Surface Laptop 3 – 13.5"" Touch-Screen – Intel Core i5 - 8GB Memory - 256GB Solid State Drive – Platinum with Alcantara  4.5 out of 5 stars 1,628  Platinum $849.99$849.99 $1,299.00$1,299.00  Ships to TurkeyIn stock on May 27, 2021.More Buying Choices$820.00(9 used & new offers) Price may vary by color Climate Pledge FriendlySee 1 certificationWe’ve made it easier to discover products with sustainability certifications, as part of our commitment to help preserve the natural world. Time is fleeting. Learn more PRODUCT CERTIFICATION (1) EPEAT 

"
Product25,"

Fast Dell Latitude E5470 HD Business Laptop Notebook PC (Intel Core i5-6300U, 8GB Ram, 256GB Solid State SSD, HDMI, Camera, WiFi, SC Card Reader) Win 10 Pro (Renewed).  4.2 out of 5 stars 727  Personal Computers $399.00$399.00  Ships to TurkeyOnly 7 left in stock - order soon.More Buying Choices$365.00(13 new offers) 

"
Product26,"

Samsung Galaxy Book Flex 15.6"" - Intel Core i7 Processor 1065G7 - 16GB Memory - 512GB SSD - NP950QCG-K03US  4.6 out of 5 stars 306  Personal Computers $1,629.00$1,629.00  Ships to TurkeyMore Buying Choices$1,422.73(3 used & new offers) 

"
Product27,"

HP Chromebook 14 - 14"" HD Non-Touch Intel Pentium Silver N5000, Intel UHD Graphics 605, 4GB RAM, 64GB eMMC, WiFi, Bluetooth, Audio by B&O, Chrome OS (Renewed)  4.6 out of 5 stars 224  sliver $194.00$194.00  Ships to TurkeyOnly 19 left in stock - order soon.Price may vary by color

"
Product28,"

2021 HP 14 inch HD Laptop Newest for Business and Student, AMD Athlon Silver 3050U (Beat i5-7200U), 16GB DDR4 RAM, 512GB SSD, 802.11ac, WiFi, Bluetooth, HDMI, Windows 10 w/HESVAP 3in1 Accessories  4.4 out of 5 stars 2,415  Personal Computers $569.00$569.00  Ships to Turkey

"
Product29,"

Microsoft Surface Laptop Go - 12.4"" Touchscreen - Intel Core i5 - 8GB Memory - 128GB SSD - Sandstone  4.6 out of 5 stars 701  Sandstone  Climate Pledge FriendlySee 1 certificationWe’ve made it easier to discover products with sustainability certifications, as part of our commitment to help preserve the natural world. Time is fleeting. Learn more PRODUCT CERTIFICATION (1) EPEAT 

"
Product30,"



SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  HAOQIN HaoBook106 10.1 inch 2-in-1 Laptop Computer Touchscreen with Detachable Keyboard Intel Atom 2GB RAM 32GB ROM HD IPS Display Windows 10 Black  3.5 out of 5 stars 68  Personal Computers $189.99$189.99 $209.99$209.99  Ships to Turkey



"
Product31,"



SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  Laptop Computer 14 inch Windows 10 Notebook PC - HAOQIN HaoBook140 Intel Celeron N3350 6GB DDR RAM 128GB SSD FHD IPS Display 5.0GHz WiFi Bluetooth 4.2 HDMI Pink  3.8 out of 5 stars 262  Personal Computers $269.99$269.99 $289.99$289.99  Ships to Turkey



"
Product32,"



SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  2 in 1 Laptop, WINNOVO TaBook, 13.3 Inch Touchscreen Laptop, Detachable Keyboard, Intel Celeron Quad Core Processor, 4GB RAM, 64GB ROM, 1920x1080 FHD IPS Display, Windows 10 S, 5G WiFi, HDMI(Grey)  Personal Computers $329.00$329.00  $50.00 coupon applied at checkoutSave $50.00  with coupon Ships to TurkeyOnly 15 left in stock - order soon.



"
Product0,"

Google Pixelbook Go - Lightweight Chromebook Laptop - Up to 12 Hours Battery Life[1] - Touch Screen Chromebook - Just Black  4.5 out of 5 stars 1,094  Just Black Also available in Not Pink Climate Pledge FriendlySee 1 certificationWe’ve made it easier to discover products with sustainability certifications, as part of our commitment to help preserve the natural world. Time is fleeting. Learn more PRODUCT CERTIFICATION (1) EPEAT 

"
Product1,"

Apple 13in MacBook Air, 1.8GHz Intel Core i5 Dual Core Processor, 8GB RAM, 128GB SSD, Mac OS, Silver, MQD32LL/A (Newest Version) (Renewed)  4.4 out of 5 stars 614  Personal Computers $531.43$531.43 $574.00$574.00  Ships to TurkeyMore Buying Choices$489.00(23 new offers) 

"
Product2,"

Dell Inspiron 17 3793 2020 Premium 17.3” FHD Laptop Notebook Computer, 10th Gen 4-Core Intel Core i5-1035G1 1.0 GHz, 16GB RAM, 512GB SSD + 1TB HDD, DVD,Webcam,Bluetooth,Wi-Fi,HDMI, Win 10 Home  4.4 out of 5 stars 497  Personal Computers $840.00$840.00  Ships to TurkeyOnly 14 left in stock - order soon.More Buying Choices$629.00(18 used & new offers) 

"
Product3,"

MSI GF65 Thin 10UE-047 15.6"" 144Hz 3ms Gaming Laptop Intel Core i7-10750H RTX3060 16GB 512GB NVMe SSD Win10  4.1 out of 5 stars 18  Personal Computers $1,349.99$1,349.99  Ships to TurkeyOnly 1 left in stock - order soon.More Buying Choices$1,240.16(32 used & new offers) 

"
Product4,"

2021 Newest Dell Inspiron 15 3000 Series 3593 Laptop, 15.6"" HD Non-Touch, 10th Gen Intel Core i3-1005G1 Processor, 8GB RAM, 256GB PCIe NVMe SSD, Webcam, HDMI, Wi-Fi, Bluetooth, Windows 10 Home, Black  4.4 out of 5 stars 197  Personal Computers $449.00$449.00  Ships to TurkeyMore Buying Choices$445.00(9 new offers) 

"
Product5,"

2020 Newest HP ENVY x360 2-in-1 Laptop, 15.6"" Full HD Touchscreen, AMD Ryzen 5 4500U Processor up to 4.0GHz, 8GB Memory, 256GB PCIe SSD, Backlit Keyboard, HDMI, Wi-Fi, Windows 10 Home, Nightfall Black  4.4 out of 5 stars 451  Personal Computers $723.99$723.99  Ships to TurkeyMore Buying Choices$539.00(36 used & new offers) 

"
Product6,"

2020 Newest Lenovo IdeaPad 3 15"" HD Touch Screen Laptop, Intel 10th Gen Dual-Core i3-1005G1 CPU, 8GB DDR4 RAM, 256GB PCI-e SSD, Webcam, WiFi 5, Bluetooth, Windows 10 S - Almond  4.6 out of 5 stars 641  Personal Computers $487.00$487.00  Ships to TurkeyMore Buying Choices$445.00(35 used & new offers) 

"
Product7,"

MSI GE66 Raider 10UG-211 15.6"" 300Hz 3ms Gaming Laptop Intel Core i7-10870H RTX3070 32GB 1TB NVMe SSD Win10 VR Ready  4.7 out of 5 stars 37  Personal Computers $2,599.00$2,599.00  Ships to TurkeyOnly 2 left in stock - order soon.More Buying Choices$2,309.00(7 used & new offers) 

"
Product8,"

Lenovo Flex 5 14"" 2-in-1 Touchscreen, Ryzen 7 4700U 16GB, 51  4.2 out of 5 stars 57  Electronics $729.00$729.00 $944.99$944.99  Ships to TurkeyMore Buying Choices$683.71(44 used & new offers) 

"
Product9,"

2020 HP 15.6"" Touchscreen Laptop Computer/ 10th Gen Intel Quard-Core i5 1035G1 up to 3.6GHz/ 12GB DDR4 RAM/ 256GB PCIe SSD/ 802.11ac WiFi/ Bluetooth 4.2/ USB 3.1 Type-C/ HDMI/ Silver/ Windows 10 Home  4.6 out of 5 stars 195  Personal Computers $609.98$609.98  Ships to TurkeyMore Buying Choices$538.13(39 used & new offers) 

"
Product10,"

New HP 15.6"" HD Touchscreen Laptop Intel Core i3-1005G1 8GB DDR4 RAM 128GB SSD HDMI Bluetooth 802.11/b/g/n/ac Windows 10 15-dy1731ms Silver  4.6 out of 5 stars 1,242  Personal Computers $549.00$549.00  Ships to TurkeyMore Buying Choices$399.00(36 used & new offers)  Climate Pledge FriendlySee 1 certificationWe’ve made it easier to discover products with sustainability certifications, as part of our commitment to help preserve the natural world. Time is fleeting. Learn more PRODUCT CERTIFICATION (1) EPEAT 

"
Product11,"

Dell XPS 13 7390 2-in-1 Convertible, 13.4 inch FHD+ Touch Laptop - Intel Core i7-1065G7, 32GB LPDDR4x RAM, 512GB SSD, Intel Iris Plus Graphics, Windows 10 Home - Platinum Silver, Black Interior  4.2 out of 5 stars 263  Personal Computers $1,799.99$1,799.99  Only 2 left in stock - order soon.More Buying Choices$1,283.64(9 used & new offers) 

"
Product12,"

Lenovo N21, 11.6 inches, HD, 16GB, SD Chromebook Intel Celeron N2840, 4GB - Black (Renewed)  4.1 out of 5 stars 427  Personal Computers $112.00$112.00  Ships to TurkeyOnly 2 left in stock - order soon.

"
Product13,"

Apple MacBook Air MJVE2LL/A 13-inch Laptop 1.6GHz Core i5, 8GB RAM, 128GB SSD (Renewed)  4.3 out of 5 stars 1,089  Personal Computers $429.00$429.00 $470.00$470.00  Ships to TurkeyOnly 2 left in stock - order soon.More Buying Choices$409.00(19 new offers) 

"
Product14,"

Windows 10 Laptop 13.3"" Full HD 1920 x 1080, Light Laptop Computer 4GB RAM, Dual Band 5GHz WiFi (2X WiFi Speeds), Intel Celeron Processor, USB 3.0, Bluetooth, Laptop (64GB,Free Office 1 Year)  3.9 out of 5 stars 1,530  Black $269.99$269.99 $289.99$289.99  Ships to Turkey

"
Product15,"

HP Stream 14-cb Laptop Intel Celeron 4GB RAM 64GB eMMC 14-inch HD WLED Office 365 Personal 1-Year Win 10 s  4.6 out of 5 stars 72  Personal Computers 

"
Product16,"

Acer Predator Triton 500 PT515-52-73L3 Gaming Laptop, Intel i7-10750H, NVIDIA GeForce RTX 2070 SUPER, 15.6"" FHD NVIDIA G-SYNC Display, 300Hz, 16GB Dual-Channel DDR4, 512GB NVMe SSD, RGB Backlit KB  4.4 out of 5 stars 171  Personal Computers $1,620.58$1,620.58 $1,799.99$1,799.99  Ships to TurkeyMore Buying Choices$1,429.00(30 used & new offers) 

"
Product17,"

ASUS Chromebook Flip C434 2-In-1 Laptop, 14"" Full HD Touchscreen 4-Way NanoEdge, Intel Core M3-8100Y Processor, 4GB RAM, 64GB eMMC Storage, All-Metal Body, Backlit KB, Chrome OS- C434TA-DSM4T, Silver  4.4 out of 5 stars 1,183  Personal Computers $484.99$484.99  Ships to TurkeyMore Buying Choices$378.00(78 used & new offers) 

"
Product18,"

HP - Envy x360 2-in-1 15.6"" Touch-Screen Laptop - Intel Core i5 - 8GB Memory - 256GB SSD - Natural Silver  4.7 out of 5 stars 128  Personal Computers $749.25$749.25  Only 2 left in stock - order soon.More Buying Choices$639.00(20 used & new offers) 

"
Product19,"

Newest Lenovo Ideapad 3 14"" HD Display Premium Laptop, Intel Pentium Gold 6405U 2.4 GHz, 8GB DDR4 RAM, 128GB SSD, Bluetooth 5.0, Webcam,WiFi,, HDMI, Windows 10 S, Black + AllyFlex Mouspad  4.5 out of 5 stars 288  Personal Computers $389.00$389.00  Ships to Turkey

"
Product20,"

2020 Lenovo ThinkPad E15 15.6"" FHD Full HD (1920x1080) Business Laptop (Intel 10th Quad Core i5-10210U, 32GB DDR4 RAM, 1TB SSD) Type-C, HDMI, Windows 10 Pro + HDMI Cable  4.6 out of 5 stars 112  Personal Computers $1,085.00$1,085.00  Ships to TurkeyMore Buying Choices$1,074.04(5 new offers) 

"
Product21,"

HP - Pavilion 15.6"" Gaming Laptop - AMD Ryzen 5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB SSD - Shadow Black  4.6 out of 5 stars 326  Personal Computers $723.00$723.00  Ships to TurkeyMore Buying Choices$699.00(28 used & new offers) 

"
Product22,"

Acer Aspire 5 AMD Ryzen 3200U 2.60GHz 4GB Ram 128GB SSD Windows 10 Home (Renewed)  4.4 out of 5 stars 561  Silver 

"
Product23,"

2021 Newest Dell Inspiron 15.6"" HD Business Laptop, Intel Celeron N4020 Processor, 16GB RAM, 512GB PCIe SSD, Webcam, WiFi, Bluetooth, Win10 Pro, Black  4.4 out of 5 stars 287  Personal Computers $599.00$599.00  Ships to Turkey

"
Product0,"



SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  LincPlus 14"" Slim Metal Laptop 4GB RAM 64GB eMMC Storage Upgradeable up to 512GB Windows 10 S Intel Celeron N3350 Netbook Computer Full HD Fanless Quiet Notebook  4.6 out of 5 stars 6  Personal Computers $299.00$299.00  $15.00 coupon applied at checkoutSave $15.00  with coupon Ships to Turkey



"
Product1,"



SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  BMAX X15 Laptop Computers, 15.6"" FHD (1920 x 1080) Display, Intel 4120 up to 2.6 GHz, 8GB DDR4, 256GB SSD Storage, HDMI, Webcam, WI-FI, Windows 10 - Space Grey  3.9 out of 5 stars 43  Personal Computers $359.00$359.00  Ships to Turkey



"
Product2,"



SponsoredSponsored You’re seeing this ad based on the product’s relevance to your search query.Leave ad feedback  BMAX Y11 2 in 1 Laptop, Touchscreen 11.6"" FHD (1920 x 1080) Display, 360 Degree Convertible, Intel N4120 Processor, 8GB LPDDR4, 256GB SATA SSD, Windows 10, Type-C, HDMI, All-Metal Body  4.2 out of 5 stars 55  Personal Computers $369.00$369.00  Ships to Turkey



"
Product3,"

Lenovo Thinkpad T490 14"" Full HD FHD (1920x1080) IPS Anti-Glare Business Laptop (Intel Quad-Core i7-8565U, 16GB DDR4 RAM, 512GB PCIe SSD) Backlit, Type-C, Thunderbolt 3, Fingerprint, Windows 10 Pro 64  4.7 out of 5 stars 23  Personal Computers  Climate Pledge FriendlySee 1 certificationWe’ve made it easier to discover products with sustainability certifications, as part of our commitment to help preserve the natural world. Time is fleeting. Learn more PRODUCT CERTIFICATION (1) EPEAT 

"
Product4,"

Lenovo ThinkPad E15 15.6” Full HD IPS 1920 x 1080 Laptop, Core i5-10210U, 256 GB SSD, 8GB Ram, Win 10 Pro 64-bit  4.8 out of 5 stars 22  Personal Computers 

"
Product5,"

Samsung Chromebook Plus V2 2-in-1 Laptop- 4GB RAM, 64GB eMMC, 13MP Camera, Chrome OS, 12.2"", 16:10 Aspect Ratio- XE520QAB-K03US Light Titan  4.4 out of 5 stars 1,055  Personal Computers $382.22$382.22 $549.99$549.99  Ships to TurkeyMore Buying Choices$289.99(29 used & new offers) 

"
